UNITID,SECTOR
461193,Private for-profits
213534,Private for-profits
211200,Private for-profits
215646,Private for-profits
251075,Private for-profits
214254,Private for-profits
211617,Private for-profits
213002,Private for-profits
211316,Private for-profits
211334,Private for-profits
213330,Private for-profits
367431,Private for-profits
210951,Private for-profits
408312,Private for-profits
440174,Private for-profits
451495,Private for-profits
211477,Private for-profits
446996,Private for-profits
483753,Private for-profits
260354,Private for-profits
211820,Private for-profits
215044,Private for-profits
406413,Private for-profits
211909,Private for-profits
482608,Private for-profits
483346,Private for-profits
211802,Private for-profits
212045,Private for-profits
212328,Private for-profits
375984,Private for-profits
485397,Private for-profits
415039,Private for-profits
212382,Private for-profits
212276,Private for-profits
212230,Private for-profits
430227,Private for-profits
212753,Private for-profits
450605,Private for-profits
212300,Private for-profits
212391,Private for-profits
212294,Private for-profits
458830,Private for-profits
212373,Private for-profits
444307,Private for-profits
212355,Private for-profits
212267,Private for-profits
212434,Private for-profits
216418,Private for-profits
249609,Private for-profits
385503,Private for-profits
485236,Private for-profits
213181,Private for-profits
460598,Private for-profits
212993,Private for-profits
461218,Private for-profits
448460,Private for-profits
430351,Private for-profits
440642,Private for-profits
479549,Private for-profits
414841,Private for-profits
442347,Private for-profits
430360,Private for-profits
414540,Private for-profits
419341,Private for-profits
210474,Private for-profits
213215,Private for-profits
210483,Private for-profits
434380,Private for-profits
213455,Private for-profits
213473,Private for-profits
213491,Private for-profits
250027,Private for-profits
408729,Private for-profits
215992,Private for-profits
213552,Private for-profits
213570,Private for-profits
442046,Private for-profits
442037,Private for-profits
213589,Private for-profits
456579,Private for-profits
458450,Private for-profits
443395,Private for-profits
438221,Private for-profits
438212,Private for-profits
482927,Private for-profits
213871,Private for-profits
457952,Private for-profits
214290,Private for-profits
214892,Private for-profits
214944,Private for-profits
215008,Private for-profits
261861,Private for-profits
444811,Private for-profits
216782,Private for-profits
488369,Private for-profits
417840,Private for-profits
486105,Private for-profits
455947,Private for-profits
213932,Private for-profits
215983,Private for-profits
216074,Private for-profits
216083,Private for-profits
443784,Private for-profits
210711,Private for-profits
210942,Private for-profits
210960,Private for-profits
451662,Private for-profits
210906,Private for-profits
210784,Private for-profits
216223,Private for-profits
215637,Private for-profits
215530,Private for-profits
448859,Private for-profits
216454,Private for-profits
216427,Private for-profits
216445,Private for-profits
216436,Private for-profits
443377,Private for-profits
445799,Private for-profits
484783,Private for-profits
216579,Private for-profits
213914,Private for-profits
216746,Private for-profits
375939,Private for-profits
217077,Private for-profits
210508,Private not-for-profit four-years
210571,Private not-for-profit four-years
210669,Private not-for-profit four-years
210775,Private not-for-profit four-years
210809,Private not-for-profit four-years
211088,Private not-for-profit four-years
211130,Private not-for-profit four-years
210492,Private not-for-profit four-years
211273,Private not-for-profit four-years
211291,Private not-for-profit four-years
444103,Private not-for-profit four-years
211352,Private not-for-profit four-years
215114,Private not-for-profit four-years
211431,Private not-for-profit four-years
211440,Private not-for-profit four-years
211468,Private not-for-profit four-years
211556,Private not-for-profit four-years
211583,Private not-for-profit four-years
211024,Private not-for-profit four-years
211893,Private not-for-profit four-years
211981,Private not-for-profit four-years
210739,Private not-for-profit four-years
212009,Private not-for-profit four-years
212054,Private not-for-profit four-years
212106,Private not-for-profit four-years
212133,Private not-for-profit four-years
212197,Private not-for-profit four-years
480134,Private not-for-profit four-years
212443,Private not-for-profit four-years
212577,Private not-for-profit four-years
212601,Private not-for-profit four-years
456542,Private not-for-profit four-years
212656,Private not-for-profit four-years
212674,Private not-for-profit four-years
212771,Private not-for-profit four-years
212805,Private not-for-profit four-years
212832,Private not-for-profit four-years
446640,Private not-for-profit four-years
212911,Private not-for-profit four-years
212984,Private not-for-profit four-years
213011,Private not-for-profit four-years
448691,Private not-for-profit four-years
215099,Private not-for-profit four-years
213251,Private not-for-profit four-years
213303,Private not-for-profit four-years
213321,Private not-for-profit four-years
213358,Private not-for-profit four-years
213367,Private not-for-profit four-years
213376,Private not-for-profit four-years
213385,Private not-for-profit four-years
407629,Private not-for-profit four-years
213400,Private not-for-profit four-years
213446,Private not-for-profit four-years
213507,Private not-for-profit four-years
213543,Private not-for-profit four-years
213640,Private not-for-profit four-years
213668,Private not-for-profit four-years
213826,Private not-for-profit four-years
213987,Private not-for-profit four-years
213996,Private not-for-profit four-years
214069,Private not-for-profit four-years
214148,Private not-for-profit four-years
214157,Private not-for-profit four-years
214166,Private not-for-profit four-years
214175,Private not-for-profit four-years
214272,Private not-for-profit four-years
214883,Private not-for-profit four-years
214971,Private not-for-profit four-years
215053,Private not-for-profit four-years
442356,Private not-for-profit four-years
215123,Private not-for-profit four-years
215415,Private not-for-profit four-years
215424,Private not-for-profit four-years
215442,Private not-for-profit four-years
215619,Private not-for-profit four-years
215628,Private not-for-profit four-years
215655,Private not-for-profit four-years
215691,Private not-for-profit four-years
216047,Private not-for-profit four-years
215743,Private not-for-profit four-years
215770,Private not-for-profit four-years
215798,Private not-for-profit four-years
215813,Private not-for-profit four-years
214564,Private not-for-profit four-years
215947,Private not-for-profit four-years
216278,Private not-for-profit four-years
216287,Private not-for-profit four-years
216311,Private not-for-profit four-years
215105,Private not-for-profit four-years
216348,Private not-for-profit four-years
216357,Private not-for-profit four-years
216366,Private not-for-profit four-years
216463,Private not-for-profit four-years
213631,Private not-for-profit four-years
215062,Private not-for-profit four-years
215929,Private not-for-profit four-years
215132,Private not-for-profit four-years
216542,Private not-for-profit four-years
216524,Private not-for-profit four-years
216597,Private not-for-profit four-years
216667,Private not-for-profit four-years
216694,Private not-for-profit four-years
216807,Private not-for-profit four-years
216816,Private not-for-profit four-years
216852,Private not-for-profit four-years
216931,Private not-for-profit four-years
217013,Private not-for-profit four-years
442064,Private not-for-profit four-years
217040,Private not-for-profit four-years
217059,Private not-for-profit four-years
211158,Public four-years
211361,Public four-years
211608,Public four-years
211644,Public four-years
212115,Public four-years
212160,Public four-years
213020,Public four-years
213349,Public four-years
213598,Public four-years
213613,Public four-years
213783,Public four-years
214041,Public four-years
366252,Public four-years
214616,Public four-years
212018,Public four-years
214777,Public four-years
214801,Public four-years
214689,Public four-years
214698,Public four-years
214704,Public four-years
214731,Public four-years
214740,Public four-years
214591,Public four-years
214759,Public four-years
214607,Public four-years
214786,Public four-years
214713,Public four-years
214768,Public four-years
214670,Public four-years
214795,Public four-years
214625,Public four-years
214810,Public four-years
214634,Public four-years
214643,Public four-years
214652,Public four-years
214829,Public four-years
479956,Public four-years
216010,Public four-years
216038,Public four-years
216339,Public four-years
215266,Public four-years
215275,Public four-years
215284,Public four-years
215293,Public four-years
216764,Public four-years
443100,Other private not-for-profits
436465,Other private not-for-profits
449144,Other private not-for-profits
431309,Other private not-for-profits
485421,Other private not-for-profits
437705,Other private not-for-profits
431929,Other private not-for-profits
452106,"Other public two-years, less-than-two-years"
242556,"Other public two-years, less-than-two-years"
242042,"Other public two-years, less-than-two-years"
242565,"Other public two-years, less-than-two-years"
242583,"Other public two-years, less-than-two-years"
421896,Private for-profits
423397,Private for-profits
241146,Private for-profits
461625,Private for-profits
241182,Private for-profits
418782,Private for-profits
419703,Private for-profits
419712,Private for-profits
419721,Private for-profits
444194,Private for-profits
444264,Private for-profits
489256,Private for-profits
441706,Private for-profits
451741,Private for-profits
376224,Private for-profits
484835,Private for-profits
241517,Private for-profits
436553,Private for-profits
443951,Private for-profits
430935,Private for-profits
376242,Private for-profits
445498,Private for-profits
418755,Private for-profits
241304,Private for-profits
404806,Private for-profits
418773,Private for-profits
376321,Private for-profits
240985,Private for-profits
448707,Private for-profits
448716,Private for-profits
404684,Private for-profits
241906,Private for-profits
420255,Private for-profits
444583,Private for-profits
431123,Private for-profits
475644,Private for-profits
242112,Private for-profits
242130,Private for-profits
243841,Private for-profits
460677,Private for-profits
242149,Private for-profits
444671,Private for-profits
376288,Private for-profits
240879,Private for-profits
444680,Private for-profits
489414,Private for-profits
242422,Private for-profits
242316,Private for-profits
451501,Private for-profits
242750,Private for-profits
438984,Private for-profits
444732,Private for-profits
455956,Private for-profits
242820,Private for-profits
376330,Private for-profits
414461,Private for-profits
242954,Private for-profits
242945,Private for-profits
438337,Private for-profits
448123,Private for-profits
242972,Private for-profits
242981,Private for-profits
468723,Private for-profits
458469,Private for-profits
444042,Private for-profits
428055,Private for-profits
243081,Private for-profits
243072,Private for-profits
486576,Private for-profits
409193,Private for-profits
418764,Private for-profits
242413,Private for-profits
446516,Private for-profits
382063,Private for-profits
445984,Private for-profits
241100,Private not-for-profit four-years
241128,Private not-for-profit four-years
440651,Private not-for-profit four-years
241216,Private not-for-profit four-years
241377,Private not-for-profit four-years
241386,Private not-for-profit four-years
363907,Private not-for-profit four-years
363916,Private not-for-profit four-years
241331,Private not-for-profit four-years
241793,Private not-for-profit four-years
434900,Private not-for-profit four-years
443562,Private not-for-profit four-years
449135,Private not-for-profit four-years
469416,Private not-for-profit four-years
243832,Private not-for-profit four-years
241836,Private not-for-profit four-years
242121,Private not-for-profit four-years
242626,Private not-for-profit four-years
242635,Private not-for-profit four-years
242644,Private not-for-profit four-years
242705,Private not-for-profit four-years
242680,Private not-for-profit four-years
242699,Private not-for-profit four-years
242653,Private not-for-profit four-years
242662,Private not-for-profit four-years
242617,Private not-for-profit four-years
242723,Private not-for-profit four-years
404222,Private not-for-profit four-years
241395,Private not-for-profit four-years
243586,Private not-for-profit four-years
241410,Private not-for-profit four-years
430670,Private not-for-profit four-years
243498,Private not-for-profit four-years
376385,Private not-for-profit four-years
241191,Private not-for-profit four-years
483595,Private not-for-profit four-years
241225,Private not-for-profit four-years
243568,Private not-for-profit four-years
243346,Private not-for-profit four-years
243443,Private not-for-profit four-years
243601,Private not-for-profit four-years
475811,Private not-for-profit four-years
241739,Private not-for-profit four-years
441690,Private not-for-profit four-years
243577,Private not-for-profit four-years
241614,Private not-for-profit four-years
241720,Public four-years
241951,Public four-years
241766,Public four-years
243106,Public four-years
243115,Public four-years
243133,Public four-years
243142,Public four-years
243151,Public four-years
243179,Public four-years
243197,Public four-years
243203,Public four-years
243212,Public four-years
243221,Public four-years
243188,Public four-years
217475,Community Colleges
437237,Other private not-for-profits
217581,Private for-profits
433101,Private for-profits
485582,Private for-profits
479062,Private for-profits
217323,Private for-profits
217350,Private for-profits
443641,Private for-profits
483568,Private for-profits
217572,Private for-profits
455965,Private for-profits
217156,Private not-for-profit four-years
217165,Private not-for-profit four-years
460349,Private not-for-profit four-years
217235,Private not-for-profit four-years
217305,Private not-for-profit four-years
217402,Private not-for-profit four-years
217493,Private not-for-profit four-years
217518,Private not-for-profit four-years
409616,Private not-for-profit four-years
217536,Private not-for-profit four-years
217420,Public four-years
217484,Public four-years
217615,Community Colleges
218858,Community Colleges
217989,Community Colleges
218025,Community Colleges
218113,Community Colleges
218140,Community Colleges
218353,Community Colleges
217837,Community Colleges
218487,Community Colleges
218520,Community Colleges
218830,Community Colleges
217712,Community Colleges
218885,Community Colleges
218894,Community Colleges
218955,Community Colleges
218991,Community Colleges
457174,Other private not-for-profits
218821,Other private not-for-profits
457989,"Other public two-years, less-than-two-years"
218672,"Other public two-years, less-than-two-years"
218681,"Other public two-years, less-than-two-years"
218690,"Other public two-years, less-than-two-years"
218706,"Other public two-years, less-than-two-years"
376446,Private for-profits
457998,Private for-profits
487791,Private for-profits
487898,Private for-profits
488022,Private for-profits
217749,Private for-profits
456791,Private for-profits
444972,Private for-profits
434812,Private for-profits
217794,Private for-profits
451510,Private for-profits
217828,Private for-profits
475626,Private for-profits
488040,Private for-profits
461360,Private for-profits
218043,Private for-profits
460020,Private for-profits
434690,Private for-profits
488925,Private for-profits
450225,Private for-profits
413866,Private for-profits
470904,Private for-profits
459666,Private for-profits
218195,Private for-profits
445850,Private for-profits
460011,Private for-profits
489159,Private for-profits
467906,Private for-profits
218159,Private for-profits
432117,Private for-profits
445841,Private for-profits
444228,Private for-profits
441025,Private for-profits
460835,Private for-profits
475538,Private for-profits
467872,Private for-profits
467863,Private for-profits
483337,Private for-profits
251312,Private for-profits
443261,Private for-profits
444866,Private for-profits
434496,Private for-profits
458964,Private for-profits
218867,Private for-profits
450085,Private for-profits
487807,Private for-profits
448567,Private for-profits
456056,Private for-profits
458593,Private for-profits
480107,Private for-profits
454625,Private for-profits
460853,Private for-profits
217624,Private not-for-profit four-years
217633,Private not-for-profit four-years
217721,Private not-for-profit four-years
217688,Private not-for-profit four-years
217873,Private not-for-profit four-years
217891,Private not-for-profit four-years
217907,Private not-for-profit four-years
217934,Private not-for-profit four-years
217925,Private not-for-profit four-years
217961,Private not-for-profit four-years
217998,Private not-for-profit four-years
218070,Private not-for-profit four-years
218238,Private not-for-profit four-years
218399,Private not-for-profit four-years
218414,Private not-for-profit four-years
218441,Private not-for-profit four-years
218539,Private not-for-profit four-years
218751,Private not-for-profit four-years
217776,Private not-for-profit four-years
218919,Private not-for-profit four-years
446613,Private not-for-profit four-years
218973,Private not-for-profit four-years
217864,Public four-years
217882,Public four-years
218724,Public four-years
217819,Public four-years
218061,Public four-years
218229,Public four-years
218335,Public four-years
218733,Public four-years
218645,Public four-years
218654,Public four-years
218663,Public four-years
218742,Public four-years
218964,Public four-years
219143,Community Colleges
219189,Community Colleges
219426,Community Colleges
219480,Community Colleges
219170,Other private not-for-profits
219338,Other private not-for-profits
219392,Other private not-for-profits
219408,"Other public two-years, less-than-two-years"
219037,Private for-profits
219125,Private for-profits
440749,Private for-profits
219204,Private for-profits
219213,Private for-profits
491109,Private for-profits
219453,Private for-profits
219000,Private not-for-profit four-years
219091,Private not-for-profit four-years
219198,Private not-for-profit four-years
219295,Private not-for-profit four-years
219374,Private not-for-profit four-years
219240,Private not-for-profit four-years
219383,Private not-for-profit four-years
219046,Public four-years
219082,Public four-years
219259,Public four-years
219277,Public four-years
219347,Public four-years
219356,Public four-years
219471,Public four-years
219824,Community Colleges
219879,Community Colleges
219888,Community Colleges
220057,Community Colleges
220400,Community Colleges
221096,Community Colleges
221184,Community Colleges
221908,Community Colleges
221643,Community Colleges
221397,Community Colleges
221485,Community Colleges
222053,Community Colleges
222062,Community Colleges
404718,Other private not-for-profits
220464,Other private not-for-profits
445249,Other private not-for-profits
222105,Other private not-for-profits
248925,"Other public two-years, less-than-two-years"
219596,"Other public two-years, less-than-two-years"
219921,"Other public two-years, less-than-two-years"
221591,"Other public two-years, less-than-two-years"
221430,"Other public two-years, less-than-two-years"
219994,"Other public two-years, less-than-two-years"
220127,"Other public two-years, less-than-two-years"
220251,"Other public two-years, less-than-two-years"
220279,"Other public two-years, less-than-two-years"
220321,"Other public two-years, less-than-two-years"
220394,"Other public two-years, less-than-two-years"
221616,"Other public two-years, less-than-two-years"
221625,"Other public two-years, less-than-two-years"
220640,"Other public two-years, less-than-two-years"
220756,"Other public two-years, less-than-two-years"
221607,"Other public two-years, less-than-two-years"
220853,"Other public two-years, less-than-two-years"
221050,"Other public two-years, less-than-two-years"
221102,"Other public two-years, less-than-two-years"
221236,"Other public two-years, less-than-two-years"
221582,"Other public two-years, less-than-two-years"
221281,"Other public two-years, less-than-two-years"
221333,"Other public two-years, less-than-two-years"
221388,"Other public two-years, less-than-two-years"
221494,"Other public two-years, less-than-two-years"
221634,"Other public two-years, less-than-two-years"
490151,Private for-profits
450535,Private for-profits
219587,Private for-profits
219851,Private for-profits
246202,Private for-profits
444468,Private for-profits
220118,Private for-profits
219903,Private for-profits
368443,Private for-profits
444255,Private for-profits
220002,Private for-profits
482617,Private for-profits
490461,Private for-profits
451529,Private for-profits
458803,Private for-profits
458821,Private for-profits
459073,Private for-profits
458812,Private for-profits
459000,Private for-profits
220163,Private for-profits
418870,Private for-profits
452124,Private for-profits
221795,Private for-profits
483577,Private for-profits
220765,Private for-profits
382780,Private for-profits
486530,Private for-profits
488068,Private for-profits
487922,Private for-profits
450261,Private for-profits
413884,Private for-profits
459648,Private for-profits
366650,Private for-profits
151494,Private for-profits
451918,Private for-profits
456940,Private for-profits
221148,Private for-profits
458007,Private for-profits
490470,Private for-profits
490267,Private for-profits
451538,Private for-profits
461324,Private for-profits
443650,Private for-profits
382771,Private for-profits
448664,Private for-profits
483887,Private for-profits
376631,Private for-profits
443359,Private for-profits
461564,Private for-profits
221157,Private for-profits
490115,Private for-profits
388043,Private for-profits
418889,Private for-profits
368452,Private for-profits
248660,Private for-profits
456029,Private for-profits
220491,Private for-profits
376677,Private for-profits
484358,Private for-profits
486716,Private for-profits
446525,Private for-profits
486442,Private for-profits
220552,Private for-profits
443766,Private for-profits
428073,Private for-profits
417789,Private for-profits
416670,Private for-profits
448150,Private for-profits
221829,Private for-profits
449010,Private for-profits
481340,Private for-profits
484747,Private for-profits
455567,Private for-profits
440873,Private for-profits
483744,Private for-profits
450289,Private for-profits
475617,Private for-profits
222099,Private for-profits
219505,Private not-for-profit four-years
219578,Private not-for-profit four-years
219639,Private not-for-profit four-years
219709,Private not-for-profit four-years
219718,Private not-for-profit four-years
219790,Private not-for-profit four-years
219806,Private not-for-profit four-years
219833,Private not-for-profit four-years
219949,Private not-for-profit four-years
220181,Private not-for-profit four-years
220215,Private not-for-profit four-years
220312,Private not-for-profit four-years
220473,Private not-for-profit four-years
220516,Private not-for-profit four-years
220598,Private not-for-profit four-years
220604,Private not-for-profit four-years
220613,Private not-for-profit four-years
220631,Private not-for-profit four-years
219976,Private not-for-profit four-years
220701,Private not-for-profit four-years
220710,Private not-for-profit four-years
220792,Private not-for-profit four-years
220808,Private not-for-profit four-years
220871,Private not-for-profit four-years
481225,Private not-for-profit four-years
220996,Private not-for-profit four-years
486901,Private not-for-profit four-years
221254,Private not-for-profit four-years
461120,Private not-for-profit four-years
219842,Private not-for-profit four-years
412599,Private not-for-profit four-years
221351,Private not-for-profit four-years
441104,Private not-for-profit four-years
221519,Private not-for-profit four-years
221661,Private not-for-profit four-years
221670,Private not-for-profit four-years
221731,Private not-for-profit four-years
221892,Private not-for-profit four-years
221953,Private not-for-profit four-years
221971,Private not-for-profit four-years
221999,Private not-for-profit four-years
449764,Private not-for-profit four-years
392840,Private not-for-profit four-years
220206,Private not-for-profit four-years
443340,Private not-for-profit four-years
219602,Public four-years
220075,Public four-years
220978,Public four-years
221838,Public four-years
221847,Public four-years
221740,Public four-years
487010,Public four-years
221759,Public four-years
221768,Public four-years
220862,Public four-years
222567,Community Colleges
222576,Community Colleges
222822,Community Colleges
222992,Community Colleges
223427,Community Colleges
223506,Community Colleges
223524,Community Colleges
223773,Community Colleges
223816,Community Colleges
223898,Community Colleges
223922,Community Colleges
223320,Community Colleges
226408,Community Colleges
247834,Community Colleges
224350,Community Colleges
224572,Community Colleges
224615,Community Colleges
224642,Community Colleges
224891,Community Colleges
224961,Community Colleges
225070,Community Colleges
225371,Community Colleges
225423,Community Colleges
225520,Community Colleges
226019,Community Colleges
226107,Community Colleges
226116,Community Colleges
226134,Community Colleges
226204,Community Colleges
227182,Community Colleges
226578,Community Colleges
226806,Community Colleges
226930,Community Colleges
227146,Community Colleges
224110,Community Colleges
227191,Community Colleges
488730,Community Colleges
227225,Community Colleges
420398,Community Colleges
227304,Community Colleges
246354,Community Colleges
227386,Community Colleges
227401,Community Colleges
227687,Community Colleges
227766,Community Colleges
227924,Community Colleges
227979,Community Colleges
228158,Community Colleges
409315,Community Colleges
228316,Community Colleges
227854,Community Colleges
228547,Community Colleges
228608,Community Colleges
228699,Community Colleges
227377,Community Colleges
225308,Community Colleges
229355,Community Colleges
229504,Community Colleges
229540,Community Colleges
229799,Community Colleges
229832,Community Colleges
229841,Community Colleges
443854,Other private not-for-profits
442727,Other private not-for-profits
445461,Other private not-for-profits
460358,Other private not-for-profits
441016,Other private not-for-profits
227003,Other private not-for-profits
432269,Other private not-for-profits
366261,Other private not-for-profits
226675,Other private not-for-profits
224271,Other private not-for-profits
442790,Other private not-for-profits
438656,Other private not-for-profits
225876,Other private not-for-profits
451857,Other private not-for-profits
485360,Other private not-for-profits
443322,Other private not-for-profits
441760,"Other public two-years, less-than-two-years"
382911,"Other public two-years, less-than-two-years"
487320,"Other public two-years, less-than-two-years"
459523,Private for-profits
434283,Private for-profits
447449,Private for-profits
434274,Private for-profits
437608,Private for-profits
458052,Private for-profits
482981,Private for-profits
490522,Private for-profits
429085,Private for-profits
445133,Private for-profits
490425,Private for-profits
429094,Private for-profits
442222,Private for-profits
222886,Private for-profits
379746,Private for-profits
444556,Private for-profits
455354,Private for-profits
458070,Private for-profits
441788,Private for-profits
227748,Private for-profits
414489,Private for-profits
223056,Private for-profits
223083,Private for-profits
484048,Private for-profits
483559,Private for-profits
458690,Private for-profits
440323,Private for-profits
443827,Private for-profits
443836,Private for-profits
382896,Private for-profits
246266,Private for-profits
445328,Private for-profits
439127,Private for-profits
229036,Private for-profits
440332,Private for-profits
227836,Private for-profits
431886,Private for-profits
364955,Private for-profits
482954,Private for-profits
460613,Private for-profits
461740,Private for-profits
458025,Private for-profits
475750,Private for-profits
449773,Private for-profits
379782,Private for-profits
246460,Private for-profits
383464,Private for-profits
466930,Private for-profits
449782,Private for-profits
223852,Private for-profits
460181,Private for-profits
441742,Private for-profits
460206,Private for-profits
224013,Private for-profits
486770,Private for-profits
482200,Private for-profits
224156,Private for-profits
444565,Private for-profits
480888,Private for-profits
443021,Private for-profits
482635,Private for-profits
461388,Private for-profits
458043,Private for-profits
491394,Private for-profits
224758,Private for-profits
415729,Private for-profits
487490,Private for-profits
224828,Private for-profits
458478,Private for-profits
392415,Private for-profits
459958,Private for-profits
406033,Private for-profits
480912,Private for-profits
476337,Private for-profits
455327,Private for-profits
458034,Private for-profits
383792,Private for-profits
380067,Private for-profits
484996,Private for-profits
468875,Private for-profits
443696,Private for-profits
367361,Private for-profits
440776,Private for-profits
431284,Private for-profits
225779,Private for-profits
225788,Private for-profits
225849,Private for-profits
366678,Private for-profits
459657,Private for-profits
366696,Private for-profits
225858,Private for-profits
434052,Private for-profits
377069,Private for-profits
481623,Private for-profits
470898,Private for-profits
427663,Private for-profits
443146,Private for-profits
485810,Private for-profits
445346,Private for-profits
225991,Private for-profits
456214,Private for-profits
226125,Private for-profits
486503,Private for-profits
364973,Private for-profits
452063,Private for-profits
226277,Private for-profits
226374,Private for-profits
481003,Private for-profits
490674,Private for-profits
451547,Private for-profits
470296,Private for-profits
455336,Private for-profits
456153,Private for-profits
385549,Private for-profits
460534,Private for-profits
449904,Private for-profits
440855,Private for-profits
437778,Private for-profits
226860,Private for-profits
488299,Private for-profits
441779,Private for-profits
451875,Private for-profits
482307,Private for-profits
491118,Private for-profits
482325,Private for-profits
485290,Private for-profits
485281,Private for-profits
482316,Private for-profits
478014,Private for-profits
482334,Private for-profits
440077,Private for-profits
488110,Private for-profits
483513,Private for-profits
227155,Private for-profits
369686,Private for-profits
227298,Private for-profits
227313,Private for-profits
381404,Private for-profits
478591,Private for-profits
227322,Private for-profits
248703,Private for-profits
460978,Private for-profits
480125,Private for-profits
484604,Private for-profits
475486,Private for-profits
451565,Private for-profits
249238,Private for-profits
451714,Private for-profits
488989,Private for-profits
455345,Private for-profits
369783,Private for-profits
490735,Private for-profits
459514,Private for-profits
486813,Private for-profits
460136,Private for-profits
418913,Private for-profits
484154,Private for-profits
458016,Private for-profits
439507,Private for-profits
476726,Private for-profits
459532,Private for-profits
485874,Private for-profits
450465,Private for-profits
377218,Private for-profits
369695,Private for-profits
246406,Private for-profits
368540,Private for-profits
228088,Private for-profits
228185,Private for-profits
455974,Private for-profits
456922,Private for-profits
456931,Private for-profits
228219,Private for-profits
460172,Private for-profits
228200,Private for-profits
480073,Private for-profits
224776,Private for-profits
468015,Private for-profits
449807,Private for-profits
226903,Private for-profits
459967,Private for-profits
405076,Private for-profits
459985,Private for-profits
408385,Private for-profits
482015,Private for-profits
430245,Private for-profits
481322,Private for-profits
228282,Private for-profits
451556,Private for-profits
382902,Private for-profits
458973,Private for-profits
377281,Private for-profits
377272,Private for-profits
440989,Private for-profits
458061,Private for-profits
377315,Private for-profits
487232,Private for-profits
419633,Private for-profits
430704,Private for-profits
448196,Private for-profits
451820,Private for-profits
222938,Private for-profits
458982,Private for-profits
437635,Private for-profits
480824,Private for-profits
480833,Private for-profits
489283,Private for-profits
392257,Private for-profits
449250,Private for-profits
447591,Private for-profits
491251,Private for-profits
482972,Private for-profits
485953,Private for-profits
458098,Private for-profits
418968,Private for-profits
227058,Private for-profits
436775,Private for-profits
483735,Private for-profits
443298,Private for-profits
450711,Private for-profits
402800,Private for-profits
486798,Private for-profits
475662,Private for-profits
229425,Private for-profits
377193,Private for-profits
407683,Private for-profits
246415,Private for-profits
460543,Private for-profits
229416,Private for-profits
484756,Private for-profits
476346,Private for-profits
481942,Private for-profits
223472,Private for-profits
229522,Private for-profits
441928,Private for-profits
483319,Private for-profits
365204,Private for-profits
377342,Private for-profits
476559,Private for-profits
229656,Private for-profits
476540,Private for-profits
226879,Private for-profits
476896,Private for-profits
487065,Private for-profits
477039,Private for-profits
224660,Private for-profits
224679,Private for-profits
484136,Private for-profits
222178,Private not-for-profit four-years
222628,Private not-for-profit four-years
222877,Private not-for-profit four-years
222983,Private not-for-profit four-years
247825,Private not-for-profit four-years
223001,Private not-for-profit four-years
420705,Private not-for-profit four-years
223117,Private not-for-profit four-years
444398,Private not-for-profit four-years
223223,Private not-for-profit four-years
223232,Private not-for-profit four-years
450304,Private not-for-profit four-years
388520,Private not-for-profit four-years
224004,Private not-for-profit four-years
475608,Private not-for-profit four-years
224226,Private not-for-profit four-years
224244,Private not-for-profit four-years
437732,Private not-for-profit four-years
224305,Private not-for-profit four-years
224527,Private not-for-profit four-years
224712,Private not-for-profit four-years
481401,Private not-for-profit four-years
225201,Private not-for-profit four-years
225247,Private not-for-profit four-years
225399,Private not-for-profit four-years
246345,Private not-for-profit four-years
225548,Private not-for-profit four-years
225575,Private not-for-profit four-years
225885,Private not-for-profit four-years
226231,Private not-for-profit four-years
226383,Private not-for-profit four-years
226587,Private not-for-profit four-years
417752,Private not-for-profit four-years
461795,Private not-for-profit four-years
227289,Private not-for-profit four-years
227331,Private not-for-profit four-years
243823,Private not-for-profit four-years
227429,Private not-for-profit four-years
223463,Private not-for-profit four-years
377111,Private not-for-profit four-years
445203,Private not-for-profit four-years
227757,Private not-for-profit four-years
475185,Private not-for-profit four-years
227845,Private not-for-profit four-years
228042,Private not-for-profit four-years
228194,Private not-for-profit four-years
228246,Private not-for-profit four-years
228468,Private not-for-profit four-years
228325,Private not-for-profit four-years
228486,Private not-for-profit four-years
228343,Private not-for-profit four-years
228149,Private not-for-profit four-years
228866,Private not-for-profit four-years
228875,Private not-for-profit four-years
228884,Private not-for-profit four-years
228981,Private not-for-profit four-years
229160,Private not-for-profit four-years
439701,Private not-for-profit four-years
229267,Private not-for-profit four-years
224323,Private not-for-profit four-years
226471,Private not-for-profit four-years
227863,Private not-for-profit four-years
225627,Private not-for-profit four-years
229780,Private not-for-profit four-years
229887,Private not-for-profit four-years
222831,Public four-years
226091,Public four-years
226833,Public four-years
227526,Public four-years
227881,Public four-years
228431,Public four-years
228501,Public four-years
228529,Public four-years
226152,Public four-years
483036,Public four-years
228723,Public four-years
224554,Public four-years
224147,Public four-years
228705,Public four-years
459949,Public four-years
224545,Public four-years
229063,Public four-years
228459,Public four-years
229115,Public four-years
229337,Public four-years
229179,Public four-years
228769,Public four-years
228778,Public four-years
228787,Public four-years
228796,Public four-years
229027,Public four-years
228802,Public four-years
229300,Public four-years
228644,Public four-years
416801,Public four-years
228653,Public four-years
229018,Public four-years
227368,Public four-years
225511,Public four-years
225414,Public four-years
225432,Public four-years
225502,Public four-years
227216,Public four-years
484905,Public four-years
228909,Public four-years
485537,Public four-years
228635,Public four-years
229814,Public four-years
230746,Community Colleges
230597,Community Colleges
230418,Other private not-for-profits
230010,"Other public two-years, less-than-two-years"
